konsiltan	k-on-s-i-l-t-an
Mwayènaj	M-w-a-y-è-n-a-j
eksesiv	e-k-s-e-s-i-v
desinatè	d-e-s-i-n-a-t-è
Sayil	S-a-y-i-l
pwason	p-w-a-s-on
dwa	d-w-a
degrennen	d-e-g-r-en-n-en
apeti	a-p-e-t-i
Leya	L-e-y-a
Abaram	A-b-a-r-a-m
fwadman	f-w-a-d-m-an
brasaj	b-r-a-s-a-j
dechire	d-e-ch-i-r-e
Ayisiyen	A-y-i-s-i-y-en
gwoup	g-w-ou-p
Gabi	G-a-b-i
kazèn	k-a-z-è-n
baba	b-a-b-a
Rachèl	R-a-ch-è-l
diktatoryal	d-i-k-t-a-t-o-r-y-a-l
deklare	d-e-k-l-a-r-e
Jakmel	J-a-k-m-e-l
egzajere	e-g-z-a-j-e-r-e
vòt	v-ò-t
kebekwa	k-e-b-e-k-w-a
enflamatwa	en-f-l-a-m-a-t-w-a
nosyon	n-o-s-y-on
konsilte	k-on-s-i-l-t-e
fò	f-ò
imprime	i-m-p-r-i-m-e
Egzime	E-g-z-i-m-e
zongle	z-on-g-l-e
ekzistensyèl	e-k-z-i-s-t-en-s-y-è-l
swis	s-w-i-s
lesklav	l-e-s-k-l-a-v
asteris	a-s-t-e-r-i-s
kretyente	k-r-e-t-y-en-t-e
Agwe	A-g-w-e
depann	d-e-p-an-n
pataswèl	p-a-t-a-s-w-è-l
siyone	s-i-y-o-n-e
lapriyè	l-a-p-r-i-y-è
kripte	k-r-i-p-t-e
seleksyone	s-e-l-e-k-s-y-o-n-e
plastik	p-l-a-s-t-i-k
sijere	s-i-j-e-r-e
kawote	k-a-w-o-t-e
prezantasyon	p-r-e-z-an-t-a-s-y-on
Poupla	P-ou-p-l-a
chacha	ch-a-ch-a
oken	o-k-en
pwononsiyasyon	p-w-o-n-on-s-i-y-a-s-y-on
difikilte	d-i-f-i-k-i-l-t-e
popilis	p-o-p-i-l-i-s
sentete	s-en-t-e-t-e
ventnevyèm	v-en-t-n-e-v-y-è-m
inaplikab	i-n-a-p-l-i-k-a-b
angaje	an-g-a-j-e
materyalize	m-a-t-e-r-y-a-l-i-z-e
pòz	p-ò-z
sot	s-o-t
donk	d-on-k
bouskay	b-ou-s-k-a-y
metrize	m-e-t-r-i-z-e
Bèta	B-è-t-a
Obama	O-b-a-m-a
sekretè	s-e-k-r-e-t-è
pibyen	p-i-b-y-en
Mika	M-i-k-a
klavikil	k-l-a-v-i-k-i-l
pla	p-l-a
Natan	N-a-t-an
imanite	i-m-a-n-i-t-e
Telemak	T-e-l-e-m-a-k
bidjè	b-i-d-j-è
rektifikasyon	r-e-k-t-i-f-i-k-a-s-y-on
Chemaya	Ch-e-m-a-y-a
presize	p-r-e-s-i-z-e
machandiz	m-a-ch-an-d-i-z
kite	k-i-t-e
mòtèl	m-ò-t-è-l
laposperite	l-a-p-o-s-p-e-r-i-t-e
tako	t-a-k-o
sosyoloji	s-o-s-y-o-l-o-j-i
kontan	k-on-t-an
palnifye	p-a-l-n-i-f-y-e
estriksyonèl	e-s-t-r-i-k-s-y-o-n-è-l
eskamòtè	e-s-k-a-m-ò-t-è
ale	a-l-e
perestil	p-e-r-e-s-t-i-l
estèminen	e-s-t-è-m-i-n-en
prezidans	p-r-e-z-i-d-an-s
Sevren	S-e-v-r-en
limit	l-i-m-i-t
brenn	b-r-en-n
konpozant	k-on-p-o-z-an-t
soti	s-o-t-i
onèt	o-n-è-t
miskad	m-i-s-k-a-d
imoral	i-m-o-r-a-l
wowoli	w-o-w-o-l-i
kale	k-a-l-e
adore	a-d-o-r-e
jou	j-ou
enpridan	en-p-r-i-d-an
Okap	O-k-a-p
jouskilè	j-ou-s-k-i-l-è
vwayèl	v-w-a-y-è-l
valpa	v-a-l-p-a
konba	k-on-b-a
militantis	m-i-l-i-t-an-t-i-s
Belvi	B-e-l-v-i
arivis	a-r-i-v-i-s
anmègde	an-m-è-g-d-e
dezirab	d-e-z-i-r-a-b
aklè	a-k-l-è
pipiti	p-i-p-i-t-i
misterye	m-i-s-t-e-r-y-e
fachis	f-a-ch-i-s
tivan	t-i-v-an
fedatifis	f-e-d-a-t-i-f-i-s
Kiriyat	K-i-r-i-y-a-t
trèt	t-r-è-t
Joab	J-o-a-b
akasya	a-k-a-s-y-a
paralèlman	p-a-r-a-l-è-l-m-an
solibab	s-o-l-i-b-a-b
chenapan	ch-e-n-a-p-an
kanton	k-an-t-on
konvalesans	k-on-v-a-l-e-s-an-s
jije	j-i-j-e
sewòm	s-e-w-ò-m
òdonnen	ò-d-on-n-en
konplisite	k-on-p-l-i-s-i-t-e
kwonolojik	k-w-o-n-o-l-o-j-i-k
Tètè	T-è-t-è
lalèp	l-a-l-è-p
fransèz	f-r-an-s-è-z
Fòdimanch	F-ò-d-i-m-an-ch
lentansyon	l-en-t-an-s-y-on
swe	s-w-e
jòn	j-ò-n
pafouten	p-a-f-ou-t-en
pilòte	p-i-l-ò-t-e
Liberya	L-i-b-e-r-y-a
grifete	g-r-i-f-e-t-e
limaj	l-i-m-a-j
dekorasyon	d-e-k-o-r-a-s-y-on
tayo	t-a-y-o
vètikalman	v-è-t-i-k-a-l-m-an
sangle	s-an-g-l-e
bokal	b-o-k-a-l
Maseyan	M-a-s-e-y-an
jip	j-i-p
Mousiyal	M-ou-s-i-y-a-l
blije	b-l-i-j-e
pidetwal	p-i-d-e-t-w-a-l
tabènak	t-a-b-è-n-a-k
milite	m-i-l-i-t-e
degrengole	d-e-g-r-en-g-o-l-e
dilijans	d-i-l-i-j-an-s
cheminman	ch-e-m-i-n-m-an
Bèlè	B-è-l-è
sèks	s-è-k-s
odyo	o-d-y-o
kiltivasyon	k-i-l-t-i-v-a-s-y-on
lakonsyans	l-a-k-on-s-y-an-s
lòj	l-ò-j
dispansasyon	d-i-s-p-an-s-a-s-y-on
Filome	F-i-l-o-m-e
pakoti	p-a-k-o-t-i
sendike	s-en-d-i-k-e
anrejistre	an-r-e-j-i-s-t-r-e
tribò	t-r-i-b-ò
bonbade	b-on-b-a-d-e
kondiksyon	k-on-d-i-k-s-y-on
grèk	g-r-è-k
eskamòte	e-s-k-a-m-ò-t-e
Bayina	B-a-y-i-n-a
lantiraj	l-an-t-i-r-a-j
akoustik	a-k-ou-s-t-i-k
relijyèz	r-e-l-i-j-y-è-z
antisipasyon	an-t-i-s-i-p-a-s-y-on
egzòtasyon	e-g-z-ò-t-a-s-y-on
didje	d-i-d-j-e
Frisnè	F-r-i-s-n-è
izole	i-z-o-l-e
soupla	s-ou-p-l-a
penitans	p-e-n-i-t-an-s
Pèmeyen	P-è-m-e-y-en
Medi	M-e-d-i
dyanni	d-y-an-n-i
antòs	an-t-ò-s
plase	p-l-a-s-e
tounaj	t-ou-n-a-j
klinik	k-l-i-n-i-k
zenglendo	z-en-g-l-en-d-o
zanfan	z-an-f-an
aransèl	a-r-an-s-è-l
orizontalman	o-r-i-z-on-t-a-l-m-an
trafike	t-r-a-f-i-k-e
Gore	G-o-r-e
byenfezans	b-y-en-f-e-z-an-s
mayi	m-a-y-i
kadyak	k-a-d-y-a-k
ilejitim	i-l-e-j-i-t-i-m
boutik	b-ou-t-i-k
lasyès	l-a-s-y-è-s
iminite	i-m-i-n-i-t-e
Boulòs	B-ou-l-ò-s
kòdonatèz	k-ò-d-o-n-a-t-è-z
pari	p-a-r-i
seki	s-e-k-i
manaje	m-a-n-a-j-e
materiyèl	m-a-t-e-r-i-y-è-l
initilite	i-n-i-t-i-l-i-t-e
frèch	f-r-è-ch
Previl	P-r-e-v-i-l
koopere	k-o-o-p-e-r-e
dominiken	d-o-m-i-n-i-k-en
ensifizan	en-s-i-f-i-z-an
ch	ch
rasanblè	r-a-s-an-b-l-è
Chalo	Ch-a-l-o
tribilasyon	t-r-i-b-i-l-a-s-y-on
chirepit	ch-i-r-e-p-i-t
masè	m-a-s-è
opsyon	o-p-s-y-on
depale	d-e-p-a-l-e
zanj	z-an-j
otaj	o-t-a-j
kodenn	k-o-d-en-n
kravat	k-r-a-v-a-t
moso	m-o-s-o
pleyan	p-l-e-y-an
kadejak	k-a-d-e-j-a-k
oralman	o-r-a-l-m-an
Oje	O-j-e
chomè	ch-o-m-è
makrèl	m-a-k-r-è-l
pèkizisyon	p-è-k-i-z-i-s-y-on
monachi	m-o-n-a-ch-i
ibiznis	i-b-i-z-n-i-s
gazouye	g-a-z-ou-y-e
toujou	t-ou-j-ou
vlen	v-l-en
antretni	an-t-r-e-t-n-i
mayilò	m-a-y-i-l-ò
laboratwa	l-a-b-o-r-a-t-w-a
kotwaye	k-o-t-w-a-y-e
bemòl	b-e-m-ò-l
milat	m-i-l-a-t
alèt	a-l-è-t
premyèman	p-r-e-m-y-è-m-an
ogmantasyon	o-g-m-an-t-a-s-y-on
Maritza	M-a-r-i-t-z-a
sitèlman	s-i-t-è-l-m-an
vyole	v-y-o-l-e
lachè	l-a-ch-è
lagraba	l-a-g-r-a-b-a
pèch	p-è-ch
monden	m-on-d-en
katòz	k-a-t-ò-z
swanye	s-w-a-n-y-e
rigwaz	r-i-g-w-a-z
sifizan	s-i-f-i-z-an
ewoyis	e-w-o-y-i-s
petèt	p-e-t-è-t
ensèy	en-s-è-y
Wakim	W-a-k-i-m
Eliyèl	E-l-i-y-è-l
entèlijibilite	en-t-è-l-i-j-i-b-i-l-i-t-e
tiwa	t-i-w-a
adisyon	a-d-i-s-y-on
sasinen	s-a-s-i-n-en
filyè	f-i-l-y-è
grasye	g-r-a-s-y-e
voras	v-o-r-a-s
kantitatif	k-an-t-i-t-a-t-i-f
etwat	e-t-w-a-t
pafwa	p-a-f-w-a
Gawout	G-a-w-ou-t
frijidè	f-r-i-j-i-d-è
ekspozisyon	e-k-s-p-o-z-i-s-y-on
frankomeriken	f-r-an-k-o-m-e-r-i-k-en
dezakòde	d-e-z-a-k-ò-d-e
Gomò	G-o-m-ò
rekonfòtan	r-e-k-on-f-ò-t-an
bòzò	b-ò-z-ò
espesimenn	e-s-p-e-s-i-m-en-n
aktive	a-k-t-i-v-e
Simoniz	S-i-m-o-n-i-z
pòtrè	p-ò-t-r-è
plaka	p-l-a-k-a
rektè	r-e-k-t-è
fout	f-ou-t
Chanblan	Ch-an-b-l-an
agasman	a-g-a-s-m-an
jisfifye	j-i-s-f-i-f-y-e
separemam	s-e-p-a-r-e-m-a-m
pisan	p-i-s-an
obsede	o-b-s-e-d-e
sikoterapi	s-i-k-o-t-e-r-a-p-i
boulva	b-ou-l-v-a
rekonstriksyon	r-e-k-on-s-t-r-i-k-s-y-on
meta	m-e-t-a
opresyon	o-p-r-e-s-y-on
plannen	p-l-an-n-en
bòdi	b-ò-d-i
antiyè	an-t-i-y-è
Lestè	L-e-s-t-è
dam	d-a-m
tanzantan	t-an-z-an-t-an
asasinen	a-s-a-s-i-n-en
elokans	e-l-o-k-an-s
malefik	m-a-l-e-f-i-k
antèt	an-t-è-t
senkyèmman	s-en-k-y-è-m-m-an
entervyou	en-t-e-r-v-y-ou
definitif	d-e-f-i-n-i-t-i-f
remanbre	r-e-m-an-b-r-e
Beti	B-e-t-i
wou	w-ou
loray	l-o-r-a-y
reyalizab	r-e-y-a-l-i-z-a-b
Liban	L-i-b-an
blennde	b-l-en-n-d-e
revele	r-e-v-e-l-e
Savanèt	S-a-v-a-n-è-t
sinonim	s-i-n-o-n-i-m
mil	m-i-l
meday	m-e-d-a-y
Lamatinyè	L-a-m-a-t-i-n-y-è
dez	d-e-z
korije	k-o-r-i-j-e
chapèl	ch-a-p-è-l
pou	p-ou
konplè	k-on-p-l-è
egzije	e-g-z-i-j-e
vèdik	v-è-d-i-k
ovè	o-v-è
diz	d-i-z
mayen	m-a-y-en
Gwayamouk	G-w-a-y-a-m-ou-k
eksteryè	e-k-s-t-e-r-y-è
vlip	v-l-i-p
desere	d-e-s-e-r-e
orezon	o-r-e-z-on
reprann	r-e-p-r-an-n
medsen	m-e-d-s-en
salklas	s-a-l-k-l-a-s
entèvyou	en-t-è-v-y-ou
dyobè	d-y-o-b-è
vlou	v-l-ou
kolonyalis	k-o-l-o-n-y-a-l-i-s
dèfwa	d-è-f-w-a
kanbiz	k-an-b-i-z
debil	d-e-b-i-l
gwozouzoun	g-w-o-z-ou-z-ou-n
antwopoloji	an-t-w-o-p-o-l-o-j-i
kafetyè	k-a-f-e-t-y-è
abiman	a-b-i-m-an
otèl	o-t-è-l
konplenn	k-on-p-l-en-n
egzijibleman	e-g-z-i-j-i-b-l-e-m-an
resantiman	r-e-s-an-t-i-m-an
lan	l-an
reprezantasyon	r-e-p-r-e-z-an-t-a-s-y-on
Obèd	O-b-è-d
gwosè	g-w-o-s-è
barik	b-a-r-i-k
detansyon	d-e-t-an-s-y-on
disipline	d-i-s-i-p-l-i-n-e
ranfò	r-an-f-ò
natiralize	n-a-t-i-r-a-l-i-z-e
pwisans	p-w-i-s-an-s
diskriminen	d-i-s-k-r-i-m-i-n-en
fremi	f-r-e-m-i
im	i-m
pwogrese	p-w-o-g-r-e-s-e
envalidasyon	en-v-a-l-i-d-a-s-y-on
vilbreken	v-i-l-b-r-e-k-en
panten	p-an-t-en
lise	l-i-s-e
refijye	r-e-f-i-j-y-e
dèle	d-è-l-e
dezini	d-e-z-i-n-i
mou	m-ou
rekouvri	r-e-k-ou-v-r-i
plani	p-l-a-n-i
pwotestasyon	p-w-o-t-e-s-t-a-s-y-on
deflektè	d-e-f-l-e-k-t-è
venteyennyèm	v-en-t-e-y-en-n-y-è-m
ititlize	i-t-i-t-l-i-z-e
kamyon	k-a-m-y-on
kakas	k-a-k-a-s
gri	g-r-i
gon	g-on
bonèt	b-o-n-è-t
kakatwè	k-a-k-a-t-w-è
disène	d-i-s-è-n-e
frekante	f-r-e-k-an-t-e
patann	p-a-t-an-n
konkou	k-on-k-ou
Akil	A-k-i-l
pyèsteyat	p-y-è-s-t-e-y-a-t
pridans	p-r-i-d-an-s
alam	a-l-a-m
egzèsis	e-g-z-è-s-i-s
Patèson	P-a-t-è-s-on
disponiblite	d-i-s-p-o-n-i-b-l-i-t-e
anbeli	an-b-e-l-i
Aken	A-k-en
kidi	k-i-d-i
Alisma	A-l-i-s-m-a
kawoutchou	k-a-w-ou-t-ch-ou
konsyansye	k-on-s-y-an-s-y-e
antre	an-t-r-e
kowolè	k-o-w-o-l-è
ank	an-k
sosyetè	s-o-s-y-e-t-è
demachwele	d-e-m-a-ch-w-e-l-e
fou	f-ou
kwayab	k-w-a-y-a-b
kondwit	k-on-d-w-i-t
eltariye	e-l-t-a-r-i-y-e
espanyòl	e-s-p-a-n-y-ò-l
rebay	r-e-b-a-y
sitizenn	s-i-t-i-z-en-n
jouda	j-ou-d-a
eklipse	e-k-l-i-p-s-e
Lavano	L-a-v-a-n-o
Wozo	W-o-z-o
balize	b-a-l-i-z-e
Anayiz	A-n-a-y-i-z
triyangilè	t-r-i-y-an-g-i-l-è
konpasyon	k-on-p-a-s-y-on
Patrik	P-a-t-r-i-k
lapanse	l-a-p-an-s-e
rannman	r-an-n-m-an
anatèm	a-n-a-t-è-m
machpye	m-a-ch-p-y-e
Ismayèl	I-s-m-a-y-è-l
gwòs	g-w-ò-s
wonje	w-on-j-e
renonse	r-e-n-on-s-e
entènasyonalis	en-t-è-n-a-s-y-o-n-a-l-i-s
Jekonya	J-e-k-o-n-y-a
konpè	k-on-p-è
kontwa	k-on-t-w-a
komitativite	k-o-m-i-t-a-t-i-v-i-t-e
patwouy	p-a-t-w-ou-y
notifikasyon	n-o-t-i-f-i-k-a-s-y-on
devi	d-e-v-i
konpwomi	k-on-p-w-o-m-i
blouberi	b-l-ou-b-e-r-i
rekwaze	r-e-k-w-a-z-e
izolwa	i-z-o-l-w-a
filozofi	f-i-l-o-z-o-f-i
kazye	k-a-z-y-e
komisyonè	k-o-m-i-s-y-o-n-è
vèsan	v-è-s-an
Previlis	P-r-e-v-i-l-i-s
Tijo	T-i-j-o
enfimite	en-f-i-m-i-t-e
izin	i-z-i-n
Negèv	N-e-g-è-v
Tinizi	T-i-n-i-z-i
kriye	k-r-i-y-e
kandida	k-an-d-i-d-a
Derazin	D-e-r-a-z-i-n
toksik	t-o-k-s-i-k
devanjou	d-e-v-an-j-ou
polyo	p-o-l-y-o
grizon	g-r-i-z-on
Betezda	B-e-t-e-z-d-a
operatwa	o-p-e-r-a-t-w-a
dekonjesyone	d-e-k-on-j-e-s-y-o-n-e
inyoran	i-n-y-o-r-an
restoran	r-e-s-t-o-r-an
twon	t-w-on
Madoche	M-a-d-o-ch-e
lafinès	l-a-f-i-n-è-s
loup	l-ou-p
epin	e-p-i-n
Akikam	A-k-i-k-a-m
Orès	O-r-è-s
magouye	m-a-g-ou-y-e
endividyèl	en-d-i-v-i-d-y-è-l
regilatwa	r-e-g-i-l-a-t-w-a
Siris	S-i-r-i-s
kowonpi	k-o-w-on-p-i
etablisman	e-t-a-b-l-i-s-m-an
potansyalite	p-o-t-an-s-y-a-l-i-t-e
antiretwoviral	an-t-i-r-e-t-w-o-v-i-r-a-l
mirak	m-i-r-a-k
espesifisite	e-s-p-e-s-i-f-i-s-i-t-e
santèn	s-an-t-è-n
grimèl	g-r-i-m-è-l
Lafontan	L-a-f-on-t-an
chevalye	ch-e-v-a-l-y-e
episkopal	e-p-i-s-k-o-p-a-l
apwofondi	a-p-w-o-f-on-d-i
evalye	e-v-a-l-y-e
distwofi	d-i-s-t-w-o-f-i
nikleyè	n-i-k-l-e-y-è
Chalot	Ch-a-l-o-t
wòkmann	w-ò-k-m-an-n
dotanpli	d-o-t-an-p-l-i
konkòda	k-on-k-ò-d-a
valab	v-a-l-a-b
ebre	e-b-r-e
enn	en-n
malvèsasyon	m-a-l-v-è-s-a-s-y-on
inilateral	i-n-i-l-a-t-e-r-a-l
rachitik	r-a-ch-i-t-i-k
lòt	l-ò-t
barikade	b-a-r-i-k-a-d-e
kota	k-o-t-a
ekzibisyon	e-k-z-i-b-i-s-y-on
bib	b-i-b
reskonsabilite	r-e-s-k-on-s-a-b-i-l-i-t-e
santim	s-an-t-i-m
oksilyè	o-k-s-i-l-y-è
bando	b-an-d-o
kontabilite	k-on-t-a-b-i-l-i-t-e
barèm	b-a-r-è-m
siyalizasyon	s-i-y-a-l-i-z-a-s-y-on
makonnay	m-a-k-on-n-a-y
efawouche	e-f-a-w-ou-ch-e
goumen	g-ou-m-en
pwoteste	p-w-o-t-e-s-t-e
zantray	z-an-t-r-a-y
entèdisiplinè	en-t-è-d-i-s-i-p-l-i-n-è
levit	l-e-v-i-t
Derankou	D-e-r-an-k-ou
asetaminofèn	a-s-e-t-a-m-i-n-o-f-è-n
solid	s-o-l-i-d
Laza	L-a-z-a
tòkèt	t-ò-k-è-t
Mibalè	M-i-b-a-l-è
twadotè	t-w-a-d-o-t-è
podyab	p-o-d-y-a-b
malgre	m-a-l-g-r-e
krèk	k-r-è-k
eskpwlatasyon	e-s-k-p-w-l-a-t-a-s-y-on
Monsèyè	M-on-s-è-y-è
afekte	a-f-e-k-t-e
dedonmaje	d-e-d-on-m-a-j-e
doumbrèy	d-ou-m-b-r-è-y
planifikasyon	p-l-a-n-i-f-i-k-a-s-y-on
ayibobo	a-y-i-b-o-b-o
pasaje	p-a-s-a-j-e
demanbre	d-e-m-an-b-r-e
Mònlopital	M-ò-n-l-o-p-i-t-a-l
koray	k-o-r-a-y
rapè	r-a-p-è
gadavou	g-a-d-a-v-ou
laksyon	l-a-k-s-y-on
twòp	t-w-ò-p
boustedid	b-ou-s-t-e-d-i-d
bidjetize	b-i-d-j-e-t-i-z-e
imajis	i-m-a-j-i-s
Masiyon	M-a-s-i-y-on
kwafe	k-w-a-f-e
semès	s-e-m-è-s
ogadavou	o-g-a-d-a-v-ou
ame	a-m-e
nennenn	n-en-n-en-n
Savana	S-a-v-a-n-a
seriz	s-e-r-i-z
delimitasyon	d-e-l-i-m-i-t-a-s-y-on
lote	l-o-t-e
anplè	an-p-l-è
Bolivyen	B-o-l-i-v-y-en
gòje	g-ò-j-e
sal	s-a-l
pòtre	p-ò-t-r-e
bwat	b-w-a-t
Reenvante	R-e-en-v-an-t-e
Masyas	M-a-s-y-a-s
karate	k-a-r-a-t-e
direktè	d-i-r-e-k-t-è
loje	l-o-j-e
woukou	w-ou-k-ou
kari	k-a-r-i
sonnen	s-on-n-en
Vanya	V-a-n-y-a
pwonon	p-w-o-n-on
savon	s-a-v-on
bòl	b-ò-l
ponyen	p-on-y-en
Lesli	L-e-s-l-i
fwa	f-w-a
egalite	e-g-a-l-i-t-e
baraj	b-a-r-a-j
kalkilasyon	k-a-l-k-i-l-a-s-y-on
liyen	l-i-y-en
objektivite	o-b-j-e-k-t-i-v-i-t-e
kremen	k-r-e-m-en
envètebre	en-v-è-t-e-b-r-e
noumenm	n-ou-m-en-m
enperyalis	en-p-e-r-y-a-l-i-s
konsiderableman	k-on-s-i-d-e-r-a-b-l-e-m-an
inèdtan	i-n-è-d-t-an
baskèt	b-a-s-k-è-t
resite	r-e-s-i-t-e
veto	v-e-t-o
relativis	r-e-l-a-t-i-v-i-s
bidon	b-i-d-on
ototal	o-t-o-t-a-l
prije	p-r-i-j-e
seksyalite	s-e-k-s-y-a-l-i-t-e
Kawolin	K-a-w-o-l-i-n
linite	l-i-n-i-t-e
aspè	a-s-p-è
fwontyè	f-w-on-t-y-è
bannal	b-an-n-a-l
avè	a-v-è
Karidad	K-a-r-i-d-a-d
metòd	m-e-t-ò-d
Desous	D-e-s-ou-s
Zidò	Z-i-d-ò
elimine	e-l-i-m-i-n-e
pe	p-e
regwoupe	r-e-g-w-ou-p-e
inisyatè	i-n-i-s-y-a-t-è
nyaj	n-y-a-j
antreteni	an-t-r-e-t-e-n-i
chany	ch-an-y
asentomatik	a-s-en-t-o-m-a-t-i-k
chanselye	ch-an-s-e-l-y-e
apostolik	a-p-o-s-t-o-l-i-k
alame	a-l-a-m-e
anviwònmantal	an-v-i-w-ò-n-m-an-t-a-l
repinyans	r-e-p-i-n-y-an-s
kreyasyonis	k-r-e-y-a-s-y-o-n-i-s
senbolik	s-en-b-o-l-i-k
gani	g-a-n-i
ès	è-s
tèsk	t-è-s-k
enfeste	en-f-e-s-t-e
veneryen	v-e-n-e-r-y-en
evaliyasyon	e-v-a-l-i-y-a-s-y-on
detachman	d-e-t-a-ch-m-an
pwofesyonèl	p-w-o-f-e-s-y-o-n-è-l
kasèk	k-a-s-è-k
fini	f-i-n-i
Lafontèn	L-a-f-on-t-è-n
aksyonè	a-k-s-y-o-n-è
karayib	k-a-r-a-y-i-b
kwa	k-w-a
Frederik	F-r-e-d-e-r-i-k
panoramik	p-a-n-o-r-a-m-i-k
kaskèt	k-a-s-k-è-t
tipap	t-i-p-a-p
olandemen	o-l-an-d-e-m-en
lapèmisyon	l-a-p-è-m-i-s-y-on
demandè	d-e-m-an-d-è
ewa	e-w-a
takle	t-a-k-l-e
anonim	a-n-o-n-i-m
egzateman	e-g-z-a-t-e-m-an
Lakouwonn	L-a-k-ou-w-on-n
agrandi	a-g-r-an-d-i
dezòd	d-e-z-ò-d
dimil	d-i-m-i-l
lopozisyon	l-o-p-o-z-i-s-y-on
Nazarèt	N-a-z-a-r-è-t
ensidans	en-s-i-d-an-s
triyaj	t-r-i-y-a-j
vyòl	v-y-ò-l
dispèse	d-i-s-p-è-s-e
sakrifis	s-a-k-r-i-f-i-s
Jili	J-i-l-i
dimansyon	d-i-m-an-s-y-on
salanbe	s-a-l-an-b-e
lesplwatasyon	l-e-s-p-l-w-a-t-a-s-y-on
babari	b-a-b-a-r-i
pwofesè	p-w-o-f-e-s-è
ilsè	i-l-s-è
modesti	m-o-d-e-s-t-i
monoksid	m-o-n-o-k-s-i-d
mis	m-i-s
pwomnad	p-w-o-m-n-a-d
vant	v-an-t
antoure	an-t-ou-r-e
elektrifye	e-l-e-k-t-r-i-f-y-e
iltra	i-l-t-r-a
revèy	r-e-v-è-y
Ekzilyen	E-k-z-i-l-y-en
lejislativ	l-e-j-i-s-l-a-t-i-v
antèn	an-t-è-n
penchen	p-en-ch-en
administratif	a-d-m-i-n-i-s-t-r-a-t-i-f
pòtfèy	p-ò-t-f-è-y
transnasyonal	t-r-an-s-n-a-s-y-o-n-a-l
jeyografik	j-e-y-o-g-r-a-f-i-k
ravaj	r-a-v-a-j
liny	l-i-n-y
deklame	d-e-k-l-a-m-e
fiksyon	f-i-k-s-y-on
banbòch	b-an-b-ò-ch
Ontaryo	On-t-a-r-y-o
ouvè	ou-v-è
konsiltatif	k-on-s-i-l-t-a-t-i-f
telefonik	t-e-l-e-f-o-n-i-k
postitisyon	p-o-s-t-i-t-i-s-y-on
jeklere	j-e-k-l-e-r-e
alman	a-l-m-an
Chanbren	Ch-an-b-r-en
endinye	en-d-i-n-y-e
rayiman	r-a-y-i-m-an
cham	ch-a-m
selès	s-e-l-è-s
Taze	T-a-z-e
defakto	d-e-f-a-k-t-o
flewo	f-l-e-w-o
klase	k-l-a-s-e
sètifye	s-è-t-i-f-y-e
envazyon	en-v-a-z-y-on
pito	p-i-t-o
landirans	l-an-d-i-r-an-s
lasi	l-a-s-i
litij	l-i-t-i-j
syeje	s-y-e-j-e
Kaboul	K-a-b-ou-l
jenosid	j-e-n-o-s-i-d
Tomasik	T-o-m-a-s-i-k
kayèt	k-a-y-è-t
administratè	a-d-m-i-n-i-s-t-r-a-t-è
transplantasyon	t-r-an-s-p-l-an-t-a-s-y-on
pwosèvèbal	p-w-o-s-è-v-è-b-a-l
nègmawon	n-è-g-m-a-w-on
lak	l-a-k
pwav	p-w-a-v
rankont	r-an-k-on-t
komemore	k-o-m-e-m-o-r-e
pazapa	p-a-z-a-p-a
kannèl	k-an-n-è-l
senatè	s-e-n-a-t-è
devoran	d-e-v-o-r-an
tripotaj	t-r-i-p-o-t-a-j
rapouswiv	r-a-p-ou-s-w-i-v
apendis	a-p-en-d-i-s
sistèm	s-i-s-t-è-m
Odèt	O-d-è-t
acheve	a-ch-e-v-e
Lalan	L-a-l-an
jistis	j-i-s-t-i-s
lapatèt	l-a-p-a-t-è-t
mizerab	m-i-z-e-r-a-b
trafikan	t-r-a-f-i-k-an
soupe	s-ou-p-e
enstrimantasyon	en-s-t-r-i-m-an-t-a-s-y-on
sent	s-en-t
taksasyon	t-a-k-s-a-s-y-on
ond	on-d
jui	j-ui
kinan	k-i-n-an
zè	z-è
estime	e-s-t-i-m-e
aristokrasi	a-r-i-s-t-o-k-r-a-s-i
Valme	V-a-l-m-e
rekonesans	r-e-k-o-n-e-s-an-s
Mowon	M-o-w-on
vezikil	v-e-z-i-k-i-l
dezodoran	d-e-z-o-d-o-r-an
total	t-o-t-a-l
responsabilite	r-e-s-p-on-s-a-b-i-l-i-t-e
peryòd	p-e-r-y-ò-d
djòb	d-j-ò-b
koup	k-ou-p
kouzen	k-ou-z-en
refere	r-e-f-e-r-e
byomedikal	b-y-o-m-e-d-i-k-a-l
baskile	b-a-s-k-i-l-e
fabrik	f-a-b-r-i-k
biyè	b-i-y-è
Samari	S-a-m-a-r-i
lenkondit	l-en-k-on-d-i-t
Boukmann	B-ou-k-m-an-n
Eliz	E-l-i-z
konstriktif	k-on-s-t-r-i-k-t-i-f
zonbifikasyon	z-on-b-i-f-i-k-a-s-y-on
daplon	d-a-p-l-on
kòche	k-ò-ch-e
Banabas	B-a-n-a-b-a-s
lengwis	l-en-g-w-i-s
minwi	m-i-n-w-i
brize	b-r-i-z-e
endesans	en-d-e-s-an-s
kalomnye	k-a-l-o-m-n-y-e
vomi	v-o-m-i
fanmi	f-an-m-i
pigatwa	p-i-g-a-t-w-a
maskreti	m-a-s-k-r-e-t-i
konsila	k-on-s-i-l-a
empòtans	e-m-p-ò-t-an-s
vizite	v-i-z-i-t-e
miniskil	m-i-n-i-s-k-i-l
